2023-03-30 18:24:11.241632;0;nash_bot-6;bidding;shapes (6,) and (1001,) not aligned: 6 (dim 0) != 1001 (dim 0)
2023-03-30 18:26:09.333932;0;nash_bot-6;bidding;shapes (1,6) and (1001,) not aligned: 6 (dim 1) != 1001 (dim 0)
2023-03-30 18:34:43.801833;0;nash_bot-6;bidding;shapes (1,7) and (1001,) not aligned: 7 (dim 1) != 1001 (dim 0)
2023-03-30 20:05:12.664059;0;nash_bot-6;bidding;shapes (1,7) and (1001,) not aligned: 7 (dim 1) != 1001 (dim 0)
2023-03-30 21:56:38.833182;0;<module 'bots.experiment.mixed_bot' from '/Users/abishek/Documents/MSCS/Agent Based Systems/ExtensiveAuctionGames/bots/experiment/mixed_bot.py'>;initialisation;__init__() missing 2 required positional arguments: 'bot_id' and 'budget'
2023-03-30 21:56:56.158272;0;nash_bot-6;bidding;shapes (1,7) and (1001,) not aligned: 7 (dim 1) != 1001 (dim 0)
2023-03-30 21:57:24.496468;0;mixed_bot-6;bidding;get_state() takes 11 positional arguments but 12 were given
2023-03-30 21:58:13.981232;0;mixed_bot-6;bidding;unhashable type: 'dict'
2023-03-30 22:02:41.031061;0;mixed_bot-6;bidding;"can only concatenate str (not ""dict"") to str"
2023-03-30 22:03:01.012422;0;mixed_bot-6;bidding;unhashable type: 'dict'
2023-03-30 22:05:35.739525;0;mixed_bot-6;bidding;'mixed_bot'
2023-03-30 22:08:31.779359;0;mixed_bot-6;bidding;'mixed_bot'
2023-03-31 11:01:26.778532;0;DQNbot-6;bidding;unhashable type: 'slice'
2023-03-31 11:07:13.173912;0;DQNbot-6;bidding;unhashable type: 'slice'
2023-03-31 11:15:51.931308;0;DQNbot-6;bidding;'int' object is not iterable
2023-03-31 11:16:00.806010;0;DQNbot-6;bidding;'int' object is not iterable
2023-03-31 11:16:29.876742;0;DQNbot-6;bidding;'list' object has no attribute 'values'
2023-03-31 11:34:42.744868;0;DQNbot-6;bidding;'list' object has no attribute 'values'
2023-03-31 11:35:50.845471;0;DQNbot-6;bidding;division by zero
2023-03-31 11:36:43.661558;0;DQNbot-6;bidding;division by zero
2023-03-31 11:37:24.646647;0;DQNbot-6;bidding;float division by zero
2023-03-31 11:38:25.424825;0;DQNbot-6;bidding;float division by zero
2023-03-31 11:38:58.667630;0;DQNbot-6;bidding;float division by zero
